method,condition,codec,kbps,pix_fmt,lossless,group,mae,ci_low,ci_high,n_subjects
pos_mask,lossless_yuv444,h264,,yuv444p,True,I-III,5.595438824419106,2.736303214866525,9.144356195629246,18
pos_mask,lossless_yuv444,h264,,yuv444p,True,IV-VI,10.486847365377637,6.8001151108835565,15.04176207658924,18
pos_mask,vp9_100k,vp9,100.0,yuv420p,False,I-III,19.538088845499995,14.699061014617566,23.67177271165897,18
pos_mask,vp9_100k,vp9,100.0,yuv420p,False,IV-VI,22.613303693823816,20.000294438471503,25.13862070574701,18
pos_mask,vp9_1600k,vp9,1600.0,yuv420p,False,I-III,5.435461449307365,3.029099777838508,8.01691906513488,18
pos_mask,vp9_1600k,vp9,1600.0,yuv420p,False,IV-VI,12.14281141455635,7.731954538966743,16.56306335336265,18
pos_mask,vp9_200k,vp9,200.0,yuv420p,False,I-III,17.277553430941452,14.380626632818856,19.92467571926614,18
pos_mask,vp9_200k,vp9,200.0,yuv420p,False,IV-VI,22.88869675737606,18.162051699446245,27.741212554049277,18
pos_mask,vp9_400k,vp9,400.0,yuv420p,False,I-III,10.213980372069393,7.195158544670708,13.304352932155481,18
pos_mask,vp9_400k,vp9,400.0,yuv420p,False,IV-VI,17.714676667209513,13.76355179331491,22.03372090379561,18
pos_mask,vp9_800k,vp9,800.0,yuv420p,False,I-III,7.363247427967721,4.661429464889058,10.571331871887772,18
pos_mask,vp9_800k,vp9,800.0,yuv420p,False,IV-VI,15.387964473868095,10.124455729447057,21.185309055113606,18
pos_wiener,h264_100k,h264,100.0,yuv420p,False,I-III,19.989432733201205,15.27346025014586,25.991512875766496,18
pos_wiener,h264_100k,h264,100.0,yuv420p,False,IV-VI,24.312252249581345,18.026391589631192,29.71414083907683,18
pos_wiener,h264_1600k,h264,1600.0,yuv420p,False,I-III,12.839673698435874,6.492540328666049,19.379610131024407,18
pos_wiener,h264_1600k,h264,1600.0,yuv420p,False,IV-VI,18.18384548771187,12.091497278938848,24.596573505073376,18
pos_wiener,h264_200k,h264,200.0,yuv420p,False,I-III,17.77300871457928,12.981273312019018,23.090856218778967,18
pos_wiener,h264_200k,h264,200.0,yuv420p,False,IV-VI,22.192933339690846,16.34601908203135,28.086163304305828,18
pos_wiener,h264_400k,h264,400.0,yuv420p,False,I-III,16.047551248734127,10.698249427479622,21.399076568804105,18
pos_wiener,h264_400k,h264,400.0,yuv420p,False,IV-VI,19.408335202296712,14.146832670357384,24.763864326348298,18
pos_wiener,h264_444_100k,h264,100.0,yuv444p,False,I-III,23.784217067826493,18.87987724796004,29.564089553082646,18
pos_wiener,h264_444_100k,h264,100.0,yuv444p,False,IV-VI,24.36253424530528,19.262004987571792,29.540640335905255,18
pos_wiener,h264_444_1600k,h264,1600.0,yuv444p,False,I-III,21.81242565409809,15.872776445569803,27.999497275775024,18
pos_wiener,h264_444_1600k,h264,1600.0,yuv444p,False,IV-VI,25.106031693019588,19.43672416956938,31.104338006237725,18
pos_wiener,h264_444_200k,h264,200.0,yuv444p,False,I-III,22.645574779041365,17.106295582436605,28.12867286406044,18
pos_wiener,h264_444_200k,h264,200.0,yuv444p,False,IV-VI,26.743477889786345,21.074610092802715,32.320153381442935,18
pos_wiener,h264_444_400k,h264,400.0,yuv444p,False,I-III,21.740989609475946,15.997599048680533,28.07177366689213,18
pos_wiener,h264_444_400k,h264,400.0,yuv444p,False,IV-VI,26.70500349708196,20.46516126708747,32.8011531388646,18
pos_wiener,h264_444_800k,h264,800.0,yuv444p,False,I-III,21.825885372810536,16.583481613919552,27.685465225369814,18
pos_wiener,h264_444_800k,h264,800.0,yuv444p,False,IV-VI,25.68993257282376,19.482363434630397,31.34903558093866,18
pos_wiener,h264_800k,h264,800.0,yuv420p,False,I-III,11.70588632365724,6.511824535122232,17.23024712828397,18
pos_wiener,h264_800k,h264,800.0,yuv420p,False,IV-VI,19.585227579295523,13.401197450919545,26.66130470910723,18
pos_wiener,h265_100k,h265,100.0,yuv420p,False,I-III,14.807772685267716,9.537216799643833,20.39749728674514,18
pos_wiener,h265_100k,h265,100.0,yuv420p,False,IV-VI,20.843173803048323,14.257592324507637,27.219720313885812,18
pos_wiener,h265_1600k,h265,1600.0,yuv420p,False,I-III,14.131735635658922,7.709952446061049,21.490124966216463,18
pos_wiener,h265_1600k,h265,1600.0,yuv420p,False,IV-VI,19.69273727189305,12.701092498289098,26.313097058776908,18
pos_wiener,h265_200k,h265,200.0,yuv420p,False,I-III,13.612582899520085,7.834172150509028,19.836800306274213,18
pos_wiener,h265_200k,h265,200.0,yuv420p,False,IV-VI,18.81591359897338,13.521961802573472,24.893273520192412,18
pos_wiener,h265_400k,h265,400.0,yuv420p,False,I-III,13.359149699066945,7.176033719965927,20.552084475526673,18
pos_wiener,h265_400k,h265,400.0,yuv420p,False,IV-VI,19.82230311100676,13.512584641027725,26.618242290060376,18
pos_wiener,h265_800k,h265,800.0,yuv420p,False,I-III,15.702317584670993,9.204045069683197,23.175456328023675,18
pos_wiener,h265_800k,h265,800.0,yuv420p,False,IV-VI,18.950793292243922,12.158377136800663,26.211588549464174,18
pos_wiener,lossless_rgb,ffv1,,bgr0,True,I-III,7.541860652936808,2.77784631995721,13.545560716827598,18
pos_wiener,lossless_rgb,ffv1,,bgr0,True,IV-VI,16.564442518915904,9.362431434332827,24.960405601239422,18
pos_wiener,lossless_yuv420,h264,,yuv420p,True,I-III,7.878431872265826,3.0183649490744204,14.04893153918367,18
pos_wiener,lossless_yuv420,h264,,yuv420p,True,IV-VI,13.854996332027708,6.360058541569878,22.148398717878013,18
pos_wiener,lossless_yuv444,h264,,yuv444p,True,I-III,7.378288481616355,2.9855016085068393,13.259662708171087,18
pos_wiener,lossless_yuv444,h264,,yuv444p,True,IV-VI,15.004519921062316,7.718363092268987,22.655576487289217,18
pos_wiener,vp9_100k,vp9,100.0,yuv420p,False,I-III,18.388550129038876,12.892191232135284,23.88210880958724,18
pos_wiener,vp9_100k,vp9,100.0,yuv420p,False,IV-VI,25.164704274418852,20.309045024026872,29.8722138154844,18
pos_wiener,vp9_1600k,vp9,1600.0,yuv420p,False,I-III,6.7440719432225125,2.926463915366,11.719301555291468,18
pos_wiener,vp9_1600k,vp9,1600.0,yuv420p,False,IV-VI,14.52929751952393,7.428612953876052,22.448866914907104,18
pos_wiener,vp9_200k,vp9,200.0,yuv420p,False,I-III,16.942778667398734,11.856835021181693,22.42262770842003,18
pos_wiener,vp9_200k,vp9,200.0,yuv420p,False,IV-VI,24.235800450170828,18.165565749702054,29.70416776388367,18
pos_wiener,vp9_400k,vp9,400.0,yuv420p,False,I-III,12.325373221821279,6.236070832910219,19.440488543776663,18
pos_wiener,vp9_400k,vp9,400.0,yuv420p,False,IV-VI,21.04364786154575,14.657450951394289,26.600178771410356,18
pos_wiener,vp9_800k,vp9,800.0,yuv420p,False,I-III,8.709020100026457,3.9222119199962817,14.305679028954144,18
pos_wiener,vp9_800k,vp9,800.0,yuv420p,False,IV-VI,14.463119594838894,8.280016526081276,21.19157321755443,18
trace,h264_100k,h264,100.0,yuv420p,False,I-III,17.043656011888626,13.569074108829154,21.191457999321297,18
trace,h264_100k,h264,100.0,yuv420p,False,IV-VI,21.958393094435504,17.740491435458623,25.897033399778042,18
trace,h264_1600k,h264,1600.0,yuv420p,False,I-III,7.448713974546954,4.694212297732225,10.794928514328515,18
trace,h264_1600k,h264,1600.0,yuv420p,False,IV-VI,15.097784993206611,11.167922857727705,19.37761372184716,18
trace,h264_200k,h264,200.0,yuv420p,False,I-III,17.35226584204939,13.611392382338334,21.03817431648883,18
trace,h264_200k,h264,200.0,yuv420p,False,IV-VI,21.87635057286043,17.886540032145977,25.92406574152289,18
trace,h264_400k,h264,400.0,yuv420p,False,I-III,12.772730136828914,9.944417452360414,15.76705389421302,18
trace,h264_400k,h264,400.0,yuv420p,False,IV-VI,17.824516602113885,14.00605456905786,21.97971612340356,18
trace,h264_444_100k,h264,100.0,yuv444p,False,I-III,18.60471592648038,15.11876636468449,22.702529409888925,18
trace,h264_444_100k,h264,100.0,yuv444p,False,IV-VI,19.957987063782312,15.54460561752411,24.313476562919888,18
trace,h264_444_1600k,h264,1600.0,yuv444p,False,I-III,18.026939102567088,14.092294936375376,22.355118481025134,18
trace,h264_444_1600k,h264,1600.0,yuv444p,False,IV-VI,21.053587563559613,15.734202468860426,26.270060985283784,18
trace,h264_444_200k,h264,200.0,yuv444p,False,I-III,18.700568091667236,14.56817005022766,23.61223576434005,18
trace,h264_444_200k,h264,200.0,yuv444p,False,IV-VI,22.295627548193416,16.688952968649065,28.215188505176908,18
trace,h264_444_400k,h264,400.0,yuv444p,False,I-III,17.45363458313027,13.636099631569005,21.502786177227723,18
trace,h264_444_400k,h264,400.0,yuv444p,False,IV-VI,22.666154765281654,17.455791021543597,27.72995823854152,18
trace,h264_444_800k,h264,800.0,yuv444p,False,I-III,17.48222773330877,13.73692489299023,21.935580457219064,18
trace,h264_444_800k,h264,800.0,yuv444p,False,IV-VI,22.381151507194403,17.100334859398135,27.702787714112695,18
trace,h264_800k,h264,800.0,yuv420p,False,I-III,9.725466390468272,6.815094770427443,12.673429304668927,18
trace,h264_800k,h264,800.0,yuv420p,False,IV-VI,16.242536245140283,12.629520857899273,20.23888241860123,18
trace,h265_100k,h265,100.0,yuv420p,False,I-III,14.248160073103877,10.863871936375682,17.49144514533719,18
trace,h265_100k,h265,100.0,yuv420p,False,IV-VI,18.98577421510437,14.948512316478565,23.69109248945708,18
trace,h265_1600k,h265,1600.0,yuv420p,False,I-III,10.098047475919854,6.738583671481571,14.503252533076466,18
trace,h265_1600k,h265,1600.0,yuv420p,False,IV-VI,18.854461364898754,12.325399475754145,26.788252716746058,18
trace,h265_200k,h265,200.0,yuv420p,False,I-III,10.811580056345084,7.546844128665595,14.559340718523776,18
trace,h265_200k,h265,200.0,yuv420p,False,IV-VI,16.482794471698156,12.151380493426243,21.14969674592283,18
trace,h265_400k,h265,400.0,yuv420p,False,I-III,11.396588744516611,7.677409000527626,15.584947900124124,18
trace,h265_400k,h265,400.0,yuv420p,False,IV-VI,17.76670821212298,12.351107319885383,23.29014532447829,18
trace,h265_800k,h265,800.0,yuv420p,False,I-III,10.756993634694958,7.7901490115672045,14.149597160726213,18
trace,h265_800k,h265,800.0,yuv420p,False,IV-VI,16.518872655682785,11.458358315111223,21.619773387220945,18
trace,lossless_rgb,ffv1,,bgr0,True,I-III,6.837325867243429,3.5282141950885455,10.571501895099992,18
trace,lossless_rgb,ffv1,,bgr0,True,IV-VI,11.135673498245794,7.864586469161064,14.341272221189536,18
trace,lossless_yuv420,h264,,yuv420p,True,I-III,7.183322055614959,3.856910084934697,10.570900228230887,18
trace,lossless_yuv420,h264,,yuv420p,True,IV-VI,11.397797337034772,7.496449278813209,15.813427734218358,18
trace,lossless_yuv444,h264,,yuv444p,True,I-III,6.121101586382101,2.95100757439456,9.895689119574445,18
trace,lossless_yuv444,h264,,yuv444p,True,IV-VI,11.65129887806885,7.731329740033606,15.728767323084448,18
trace,vp9_100k,vp9,100.0,yuv420p,False,I-III,19.69235565916209,15.324458746308284,23.812936868848187,18
trace,vp9_100k,vp9,100.0,yuv420p,False,IV-VI,21.12456153022854,17.68087136871221,24.24106532241801,18
trace,vp9_1600k,vp9,1600.0,yuv420p,False,I-III,6.750945207267584,3.715517379039695,10.287730703107785,18
trace,vp9_1600k,vp9,1600.0,yuv420p,False,IV-VI,11.760407310210361,7.206417354665478,17.12375515390871,18
trace,vp9_200k,vp9,200.0,yuv420p,False,I-III,15.823005157019082,12.810845902323088,18.859659351459587,18
trace,vp9_200k,vp9,200.0,yuv420p,False,IV-VI,20.06132026717002,15.993007588471137,24.495619474146142,18
trace,vp9_400k,vp9,400.0,yuv420p,False,I-III,9.775203013606253,6.875065417253056,12.510788614474382,18
trace,vp9_400k,vp9,400.0,yuv420p,False,IV-VI,15.803691549455683,11.733453931859863,19.807344506232713,18
trace,vp9_800k,vp9,800.0,yuv420p,False,I-III,8.08889318592339,4.952067868724721,11.08454909094561,18
trace,vp9_800k,vp9,800.0,yuv420p,False,IV-VI,16.184449654544,10.973611379010672,21.64410150345048,18
trace_v1,h264_100k,h264,100.0,yuv420p,False,I-III,22.25119433530314,17.204681387431258,27.353324669286497,18
trace_v1,h264_100k,h264,100.0,yuv420p,False,IV-VI,25.226819754165664,18.27514901853704,31.950545432847214,18
trace_v1,h264_1600k,h264,1600.0,yuv420p,False,I-III,17.54506437197475,11.56982450829982,23.598652174699275,18
trace_v1,h264_1600k,h264,1600.0,yuv420p,False,IV-VI,24.31395348975125,18.208459411366803,30.932090821276034,18
trace_v1,h264_200k,h264,200.0,yuv420p,False,I-III,22.215910773466984,17.884641741317566,26.79902818032744,18
trace_v1,h264_200k,h264,200.0,yuv420p,False,IV-VI,24.893055173565788,18.667300329866542,31.457958250426092,18
trace_v1,h264_400k,h264,400.0,yuv420p,False,I-III,20.65755566855328,14.960985181599934,26.141594354534625,18
trace_v1,h264_400k,h264,400.0,yuv420p,False,IV-VI,24.577470535733326,18.28938848871982,30.89948543608024,18
trace_v1,h264_444_100k,h264,100.0,yuv444p,False,I-III,23.152533426516,18.154236371919218,28.605237351728917,18
trace_v1,h264_444_100k,h264,100.0,yuv444p,False,IV-VI,25.45206207471797,19.240118484464666,31.247089477323623,18
trace_v1,h264_444_1600k,h264,1600.0,yuv444p,False,I-III,21.135455850730274,15.555503984214967,26.732816589144903,18
trace_v1,h264_444_1600k,h264,1600.0,yuv444p,False,IV-VI,25.061238619095736,18.80570983963103,31.26255833088344,18
trace_v1,h264_444_200k,h264,200.0,yuv444p,False,I-III,22.625439451105585,17.385252904806954,27.87082190400017,18
trace_v1,h264_444_200k,h264,200.0,yuv444p,False,IV-VI,25.6016191272406,19.528439635893786,31.60297588965198,18
trace_v1,h264_444_400k,h264,400.0,yuv444p,False,I-III,21.7408094670554,16.391443707555677,27.19182318613307,18
trace_v1,h264_444_400k,h264,400.0,yuv444p,False,IV-VI,25.4106030426354,19.74732347015489,31.77824561275687,18
trace_v1,h264_444_800k,h264,800.0,yuv444p,False,I-III,21.28911305856367,15.762469973433076,26.585093601761237,18
trace_v1,h264_444_800k,h264,800.0,yuv444p,False,IV-VI,24.914697631435512,18.60528129511283,31.2515584719304,18
trace_v1,h264_800k,h264,800.0,yuv420p,False,I-III,18.4273838099077,12.199707783147813,25.196249332908447,18
trace_v1,h264_800k,h264,800.0,yuv420p,False,IV-VI,24.902352049546053,18.819785361116917,30.77035668298204,18
trace_v1,h265_100k,h265,100.0,yuv420p,False,I-III,19.669308064328472,13.812466648711169,25.495860934442344,18
trace_v1,h265_100k,h265,100.0,yuv420p,False,IV-VI,24.41296975789255,18.706535166301826,30.643597718653254,18
trace_v1,h265_1600k,h265,1600.0,yuv420p,False,I-III,17.988753591349266,11.475824719025445,24.350726891584063,18
trace_v1,h265_1600k,h265,1600.0,yuv420p,False,IV-VI,24.384158174187533,18.356938808110662,30.644643411091668,18
trace_v1,h265_200k,h265,200.0,yuv420p,False,I-III,18.553127127074188,12.27069258837884,25.0914771014314,18
trace_v1,h265_200k,h265,200.0,yuv420p,False,IV-VI,24.613538326355357,18.917714800378317,30.933183941368817,18
trace_v1,h265_400k,h265,400.0,yuv420p,False,I-III,18.460867553146,11.91279473670499,25.022129167520845,18
trace_v1,h265_400k,h265,400.0,yuv420p,False,IV-VI,24.437516385972465,17.25497991237731,31.17955389049653,18
trace_v1,h265_800k,h265,800.0,yuv420p,False,I-III,18.489899772182323,11.349015883786826,24.622243353132877,18
trace_v1,h265_800k,h265,800.0,yuv420p,False,IV-VI,24.06650177422587,18.05869620170946,29.903142608796042,18
trace_v1,lossless_rgb,ffv1,,bgr0,True,I-III,13.482404920441164,7.12858778788743,20.502860033192693,18
trace_v1,lossless_rgb,ffv1,,bgr0,True,IV-VI,20.762963253064566,13.490359090155126,28.486404211491067,18
trace_v1,lossless_yuv420,h264,,yuv420p,True,I-III,13.393314964438623,6.903857577231126,20.732453296998862,18
trace_v1,lossless_yuv420,h264,,yuv420p,True,IV-VI,21.090724414241873,14.14769331366914,28.884478665726082,18
trace_v1,lossless_yuv444,h264,,yuv444p,True,I-III,13.43316687124009,6.787694522524525,20.499074351746252,18
trace_v1,lossless_yuv444,h264,,yuv444p,True,IV-VI,21.084013613648473,13.618845168797906,28.341182294683378,18
trace_v1,vp9_100k,vp9,100.0,yuv420p,False,I-III,21.038835893402055,15.701162823896066,26.1319031707848,18
trace_v1,vp9_100k,vp9,100.0,yuv420p,False,IV-VI,24.572439002721634,18.540748099473376,30.24655552156013,18
trace_v1,vp9_1600k,vp9,1600.0,yuv420p,False,I-III,15.258196243850064,9.441922674798764,21.941663748222883,18
trace_v1,vp9_1600k,vp9,1600.0,yuv420p,False,IV-VI,23.7401484706564,17.294488677287617,30.80135958054624,18
trace_v1,vp9_200k,vp9,200.0,yuv420p,False,I-III,20.427665120814265,15.374170454882186,25.7137976749111,18
trace_v1,vp9_200k,vp9,200.0,yuv420p,False,IV-VI,25.19248454186338,18.95361437957515,31.525736751274454,18
trace_v1,vp9_400k,vp9,400.0,yuv420p,False,I-III,18.594952503599234,12.45859317151883,25.34884839212572,18
trace_v1,vp9_400k,vp9,400.0,yuv420p,False,IV-VI,25.104818562297964,19.457542762981276,31.1750782299105,18
trace_v1,vp9_800k,vp9,800.0,yuv420p,False,I-III,15.062598268006143,8.921827504218435,21.963343213059378,18
trace_v1,vp9_800k,vp9,800.0,yuv420p,False,IV-VI,23.5216730983574,17.447540842024935,30.04322712221222,18
trace_v2,h264_100k,h264,100.0,yuv420p,False,I-III,17.043656011888626,13.306257633152928,21.233838867175525,18
trace_v2,h264_100k,h264,100.0,yuv420p,False,IV-VI,21.958393094435504,17.77552458555535,25.609826067070486,18
trace_v2,h264_1600k,h264,1600.0,yuv420p,False,I-III,7.448713974546954,4.560709992891324,10.807967041468585,18
trace_v2,h264_1600k,h264,1600.0,yuv420p,False,IV-VI,15.097784993206611,10.880387639284343,19.20792055493386,18
trace_v2,h264_200k,h264,200.0,yuv420p,False,I-III,17.35226584204939,13.688413721564805,21.209538293581712,18
trace_v2,h264_200k,h264,200.0,yuv420p,False,IV-VI,21.87635057286043,17.92533522236312,25.799444289903818,18
trace_v2,h264_400k,h264,400.0,yuv420p,False,I-III,12.772730136828914,9.807652753204534,15.590628538848263,18
trace_v2,h264_400k,h264,400.0,yuv420p,False,IV-VI,17.824516602113885,13.527709850851716,22.26471824877247,18
trace_v2,h264_444_100k,h264,100.0,yuv444p,False,I-III,18.60471592648038,15.25403113244516,22.83947401664026,18
trace_v2,h264_444_100k,h264,100.0,yuv444p,False,IV-VI,19.957987063782312,15.66294812276891,24.175158541546065,18
trace_v2,h264_444_1600k,h264,1600.0,yuv444p,False,I-III,18.026939102567088,13.80307643629919,22.728088307515364,18
trace_v2,h264_444_1600k,h264,1600.0,yuv444p,False,IV-VI,21.053587563559613,15.644902307944344,26.20115032152981,18
trace_v2,h264_444_200k,h264,200.0,yuv444p,False,I-III,18.700568091667236,14.562034255901562,23.23579677724287,18
trace_v2,h264_444_200k,h264,200.0,yuv444p,False,IV-VI,22.295627548193416,16.852299813004606,27.97349195848949,18
trace_v2,h264_444_400k,h264,400.0,yuv444p,False,I-III,17.45363458313027,13.698294765785716,21.730089095801482,18
trace_v2,h264_444_400k,h264,400.0,yuv444p,False,IV-VI,22.666154765281654,17.853205820255504,27.71876830633804,18
trace_v2,h264_444_800k,h264,800.0,yuv444p,False,I-III,17.48222773330877,13.751244899300435,21.71464948620542,18
trace_v2,h264_444_800k,h264,800.0,yuv444p,False,IV-VI,22.381151507194403,17.117255047410655,27.87648067280593,18
trace_v2,h264_800k,h264,800.0,yuv420p,False,I-III,9.725466390468272,6.699933011216262,12.896987554207666,18
trace_v2,h264_800k,h264,800.0,yuv420p,False,IV-VI,16.242536245140283,12.5108748846313,20.416644338852105,18
trace_v2,h265_100k,h265,100.0,yuv420p,False,I-III,14.248160073103877,11.20700056381359,17.795001524359584,18
trace_v2,h265_100k,h265,100.0,yuv420p,False,IV-VI,18.98577421510437,14.54696467764208,23.26065055806925,18
trace_v2,h265_1600k,h265,1600.0,yuv420p,False,I-III,10.098047475919854,6.492817762226971,14.807701250618466,18
trace_v2,h265_1600k,h265,1600.0,yuv420p,False,IV-VI,18.854461364898754,12.476533391316481,26.707924630213927,18
trace_v2,h265_200k,h265,200.0,yuv420p,False,I-III,10.811580056345084,7.650872513806433,14.782488509648497,18
trace_v2,h265_200k,h265,200.0,yuv420p,False,IV-VI,16.482794471698156,12.024782563775831,21.117454357709956,18
trace_v2,h265_400k,h265,400.0,yuv420p,False,I-III,11.396588744516611,7.552393234294104,15.476592673380045,18
trace_v2,h265_400k,h265,400.0,yuv420p,False,IV-VI,17.76670821212298,13.294715392141839,22.74273130733645,18
trace_v2,h265_800k,h265,800.0,yuv420p,False,I-III,10.756993634694958,7.716113911776287,13.978603292940013,18
trace_v2,h265_800k,h265,800.0,yuv420p,False,IV-VI,16.518872655682785,11.444060491106837,22.05798987981182,18
trace_v2,lossless_rgb,ffv1,,bgr0,True,I-III,6.837325867243429,3.5227642665588643,10.83792026013838,18
trace_v2,lossless_rgb,ffv1,,bgr0,True,IV-VI,11.135673498245794,8.13804435033441,14.73130470552811,18
trace_v2,lossless_yuv420,h264,,yuv420p,True,I-III,7.183322055614959,3.925898502678733,10.728020295659528,18
trace_v2,lossless_yuv420,h264,,yuv420p,True,IV-VI,11.397797337034772,7.168592057849135,15.495662104456988,18
trace_v2,lossless_yuv444,h264,,yuv444p,True,I-III,6.121101586382101,3.007608685890848,9.8587367030035,18
trace_v2,lossless_yuv444,h264,,yuv444p,True,IV-VI,11.65129887806885,7.759309295453323,15.65838731009633,18
trace_v2,vp9_100k,vp9,100.0,yuv420p,False,I-III,19.69235565916209,15.483989947440406,23.885275651132613,18
trace_v2,vp9_100k,vp9,100.0,yuv420p,False,IV-VI,21.12456153022854,17.598818748958763,24.294237333299943,18
trace_v2,vp9_1600k,vp9,1600.0,yuv420p,False,I-III,6.750945207267584,3.580916630239179,10.256774308793576,18
trace_v2,vp9_1600k,vp9,1600.0,yuv420p,False,IV-VI,11.760407310210361,7.342517839927855,16.7664844882262,18
trace_v2,vp9_200k,vp9,200.0,yuv420p,False,I-III,15.823005157019082,12.83914302749585,18.788287863989236,18
trace_v2,vp9_200k,vp9,200.0,yuv420p,False,IV-VI,20.06132026717002,15.981127569581577,24.5613713103024,18
trace_v2,vp9_400k,vp9,400.0,yuv420p,False,I-III,9.775203013606253,6.985589593088448,12.302820305790792,18
trace_v2,vp9_400k,vp9,400.0,yuv420p,False,IV-VI,15.803691549455683,12.21551327333827,19.666677289150684,18
trace_v2,vp9_800k,vp9,800.0,yuv420p,False,I-III,8.08889318592339,5.093438289363541,11.331228952098039,18
trace_v2,vp9_800k,vp9,800.0,yuv420p,False,IV-VI,16.184449654544,10.761539127841665,22.207299539974624,18
